id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	score<Journal impact factor>
5117	revanesh m (reva-individual)	<table><tr><td>REVANESH M (REVA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6328	-0.2121	9	1	1	1	1
5118	prashant.. v (pras-individual)	<table><tr><td>PRASHANTH M V (PRAS-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1717	0.2569	9	1	1	1	1
5119	yogish h k (yogi-individual)	<table><tr><td>YOGISH H K (YOGI-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8881	-0.0181	9	1	1	1	1
5120	state gr..olia electr (sgcc-c)	<table><tr><td>STATE GRID EASTERN INNER MONGOLIA ELECTR (SGCC-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.2087	-0.2718	4	1	1	1	1
5121	dalian i.. (dali-non-standard)	<table><tr><td>DALIAN INFOBANK CO LTD (DALI-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4729	0.9436	4	1	1	1	1
5122	qilu equ.. (qilu-non-standard)	<table><tr><td>QILU EQUITY EXCHANGE CENT CO LTD (QILU-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3461	-0.4597	4	1	1	1	1
5123	shandong.. (shan-non-standard)	<table><tr><td>SHANDONG BAIYUAN TECHNOLOGY CO LTD (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6747	-0.2161	4	1	1	1	1
5124	anhui yi.. (anhu-non-standard)	<table><tr><td>ANHUI YILINGERSIJIA TECHNOLOGY CO LTD (ANHU-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.9952	0.5415	4	1	1	1	1
5125	black sw.. (blac-non-standard)	<table><tr><td>BLACK SWAN DATA LTD (BLAC-Non-standard)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.4479	-0.4835	18	3	3	3	1
5126	maplebea.. (mapl-non-standard)	<table><tr><td>MAPLEBEAR INC (MAPL-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.9671	0.9661	18	1	1	1	1
5127	dalian l.. (dali-non-standard)	<table><tr><td>DALIAN LINGDONG SCI & TECHNOLOGY DEV CO (DALI-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0133	0.2067	4	1	1	1	1
5128	univ gua.. (uygu-non-standard)	<table><tr><td>UNIV GUANGXI FINANCE & ECONOMICS (UYGU-Non-standard)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.9222	-0.6815	4	3	3	3	1
5129	univ inn.. (uyin-non-standard)	<table><tr><td>UNIV INNER MONGOLIA FINANCE & ECONOMICS (UYIN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3562	0.8283	4	1	1	1	1
5130	shenzhen.. (shen-non-standard)	<table><tr><td>SHENZHEN MINTAIAN INTELLIGENT TECHNOLOGY CO              LTD (SHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4236	-0.7769	4	1	1	1	1
5131	hefei ta.. (hefe-non-standard)	<table><tr><td>HEFEI TALENT GATHERING TECHNOLOGY CO LTD (HEFE-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6084	-0.7318	4	1	1	1	1
5132	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI XIAOAO CULTURAL COMMUNICATION (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3496	0.0399	4	1	1	1	1
5133	toyota c..enkyusho kk (toyw-c)	<table><tr><td>TOYOTA CHUO KENKYUSHO KK (TOYW-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3973	-0.6333	10	1	1	1	1
5134	toyota c.. d labs inc (toyw-c)	<table><tr><td>TOYOTA CENT R & D LABS INC (TOYW-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5052	0.6309	10	1	1	1	1
5135	ninetyni.. (nine-non-standard)	<table><tr><td>NINETYNINE INC (NINE-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2761	-0.3948	11	1	1	1	1
5136	ji r (jirr-individual)	<table><tr><td>JI R (JIRR-Individual)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.1665	-0.7101	4	3	3	3	1
5137	cgc tech.. (cgct-non-standard)	<table><tr><td>CGC TECH CAMPUS JHANJERI (CGCT-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0489	0.4817	9	1	1	1	1
5138	chongqin.. (chon-non-standard)	<table><tr><td>CHONGQING HIGH-TECH IND RES INST CO LTD (CHON-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.005	-0.0678	4	1	1	1	1
5139	fujian n..nery co ltd (nflm-c)	<table><tr><td>FUJIAN NANFANG PAVEMENT MACHINERY CO LTD (NFLM-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8609	0.0474	4	1	1	1	1
5140	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI DIANYUMIAN INTELLIGENT TECHNOLO (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6353	-0.7542	4	1	1	1	1
5141	consejo ..nes cientif (cnsj-c)	<table><tr><td>CONSEJO SUPERIOR INVESTIGACIONES CIENTIF (CNSJ-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.737	0.7249	22	1	1	1	1
5142	univ cat..politecnica (uycl-c)	<table><tr><td>UNIV CATALUNYA POLITECNICA (UYCL-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8035	-0.3188	22	1	1	1	1
5143	naver fr.. (nave-non-standard)	<table><tr><td>NAVER FRANCE (NAVE-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8099	0.1339	22	1	1	1	1
5144	kent d l (kent-individual)	<table><tr><td>KENT D L (KENT-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0483	0.443	16	1	1	1	1
5145	chul k j (chul-individual)	<table><tr><td>CHUL K J (CHUL-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1698	-0.6747	11	1	1	1	1
5146	kang j c (kang-individual)	<table><tr><td>KANG J C (KANG-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1169	0.859	11	1	1	1	1
5147	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI CHUNJU INFORMATION TECHNOLOGY (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2319	-0.0881	4	1	1	1	1
5148	tencent america llc (tnct-c)	<table><tr><td>TENCENT AMERICA LLC (TNCT-C)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.5699	0.7948	18	3	3	3	1
5149	samoocm .. (samo-non-standard)	<table><tr><td>SAMOOCM ARCHITECTS & ENGINEERS CO LTD (SAMO-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5426	-0.3549	11	1	1	1	1
5150	clap co .. (clap-non-standard)	<table><tr><td>CLAP CO LTD (CLAP-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6835	-0.7257	11	1	1	1	1
5151	yong-phil s (yong-individual)	<table><tr><td>YONG-PHIL S (YONG-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.64	-0.7181	11	1	1	1	1
5152	hwan k (hwan-individual)	<table><tr><td>HWAN K (HWAN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2286	-0.9272	11	1	1	1	1
5153	sun x (sunx-individual)	<table><tr><td>SUN X (SUNX-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.897	-0.2586	4	1	1	1	1
5154	shenzhen.. (shen-non-standard)	<table><tr><td>SHENZHEN NEWCROSS TECHNOLOGIES CO LTD (SHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1478	0.6547	4	1	1	1	1
5155	huizheng.. (huiz-non-standard)	<table><tr><td>HUIZHENG GUANGZHOU ENTERPRISE MANAGEMENT (HUIZ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.2673	-0.8249	4	1	1	1	1
5156	suzhou x.. (suzh-non-standard)	<table><tr><td>SUZHOU XIAIOU INFORMATION TECHNOLOGY CO LTD (SUZH-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.564	-0.7749	4	1	1	1	1
5157	xinzhi w.. (xinz-non-standard)	<table><tr><td>XINZHI WOLAI NETWORK TECHNOLOGY CO LTD (XINZ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5473	0.1211	4	1	1	1	1
5158	hunan di.. (huna-non-standard)	<table><tr><td>HUNAN DIANDENGPAO INFORMATION TECHNOLOGY (HUNA-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3125	-0.2475	4	1	1	1	1
5159	qianhai .. (qian-non-standard)	<table><tr><td>QIANHAI QIBOT TECHNOLOGY SHENZHEN CO LTD (QIAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4808	0.1389	4	1	1	1	1
5160	rajaseka.. r (raja-individual)	<table><tr><td>RAJASEKARAN R (RAJA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7461	0.4116	9	1	1	1	1
5161	taikang ..ance co ltd (tkig-c)	<table><tr><td>TAIKANG ONLINE PROPERTY INSURANCE CO LTD (TKIG-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7581	-0.0357	4	1	1	1	1
5162	home dep.. (home-non-standard)	<table><tr><td>HOME DEPOT PROD AUTHORITY LLC (HOME-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4611	-0.3946	16	1	1	1	1
5163	home dep.. (home-non-standard)	<table><tr><td>HOME DEPOT INT INC (HOME-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8226	0.1213	16	1	1	1	1
5164	smartsat.. (smar-non-standard)	<table><tr><td>SMARTSAT CO LTD (SMAR-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4641	0.4483	11	1	1	1	1
5165	kim d k (kimd-individual)	<table><tr><td>KIM D K (KIMD-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5115	-0.7465	11	1	1	1	1
5166	chung c y (chun-individual)	<table><tr><td>CHUNG C Y (CHUN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6115	-0.0933	16	1	1	1	1
5167	koran j m (kora-individual)	<table><tr><td>KORAN J M (KORA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.663	0.3724	16	1	1	1	1
5168	lin l (linl-individual)	<table><tr><td>LIN L (LINL-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.578	0.3043	16	1	1	1	1
5169	yin h (yinh-individual)	<table><tr><td>YIN H (YINH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4914	0.5471	16	1	1	1	1
5170	nippon h..o kyokai kk (nihj-c)	<table><tr><td>NIPPON HOSO KYOKAI KK (NIHJ-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3199	0.943	10	1	1	1	1
5171	aanviksh.. (aanv-non-standard)	<table><tr><td>AANVIKSHIKI MANAGEMENT SYSTEMS PRIVATE (AANV-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8385	0.756	9	1	1	1	1
5172	beijing .. yunlu corp (caes-c)	<table><tr><td>BEIJING AEROSPACE YUNLU CORP (CAES-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5892	-0.9903	4	1	1	1	1
5173	42 maru .. (four-non-standard)	<table><tr><td>42 MARU INC (FOUR-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6403	0.1792	16	1	1	1	1
5174	vingroup.. (ving-non-standard)	<table><tr><td>VINGROUP STOCK CO (VING-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2764	0.1478	17	1	1	1	1
5175	scianta .. (scia-non-standard)	<table><tr><td>SCIANTA ANALYTICS LLC (SCIA-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1222	0.9217	16	1	1	1	1
5176	sse info.. (ssei-non-standard)	<table><tr><td>SSE INFORMATION NETWORK CO LTD (SSEI-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0641	0.5531	4	1	1	1	1
5177	christie.. p (chri-individual)	<table><tr><td>CHRISTIE P P (CHRI-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.0956	0.1471	16	2	2	2	1
5178	larson p (lars-individual)	<table><tr><td>LARSON P (LARS-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.331	-0.7025	16	2	2	2	1
5179	shilts m (shil-individual)	<table><tr><td>SHILTS M (SHIL-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.4569	-0.9921	16	2	2	2	1
5180	faison c (fais-individual)	<table><tr><td>FAISON C (FAIS-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.2913	0.4504	16	2	2	2	1
5181	borman m (borm-individual)	<table><tr><td>BORMAN M (BORM-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	0.1803	-0.6959	16	2	2	2	1
5182	tevis j (tevi-individual)	<table><tr><td>TEVIS J (TEVI-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	0.4458	-0.1441	16	2	2	2	1
5183	conservi.. (cons-non-standard)	<table><tr><td>CONSERVIS CORP (CONS-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5643	-0.7886	16	1	1	1	1
5184	rad ai i.. (rada-non-standard)	<table><tr><td>RAD AI INC (RADA-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7397	0.283	16	1	1	1	1
5185	potbotic.. (potb-non-standard)	<table><tr><td>POTBOTICS INC (POTB-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.3917	0.8952	16	2	2	2	1
5186	usol co .. (usol-non-standard)	<table><tr><td>USOL CO LTD (USOL-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.3713	-0.9468	11	1	1	1	1
5187	nant holdings ip llc (nhol-c)	<table><tr><td>NANT HOLDINGS IP LLC (NHOL-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.0711	-0.182	16	2	2	2	1
5188	park h s (park-individual)	<table><tr><td>PARK H S (PARK-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0253	0.2635	11	1	1	1	1
5189	hspc co .. (hspc-non-standard)	<table><tr><td>HSPC CO LTD (HSPC-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7476	-0.2067	11	1	1	1	1
5190	wow comm.. (wowc-non-standard)	<table><tr><td>WOW COMMUNICATION CO LTD (WOWC-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6695	0.0679	11	1	1	1	1
5191	optum te.. (optu-non-standard)	<table><tr><td>OPTUM TECHNOLOGY INC (OPTU-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8613	-0.361	16	1	1	1	1
5192	h2o ai i.. (htwo-non-standard)	<table><tr><td>H2O AI INC (HTWO-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.7711	-0.0803	18	2	2	2	1
5193	h20.ai i.. (htwo-non-standard)	<table><tr><td>H20.AI INC (HTWO-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.683	-0.2971	18	1	1	1	1
5194	h2o.ai i.. (htwo-non-standard)	<table><tr><td>H2O.AI INC (HTWO-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7123	-0.5044	18	1	1	1	1
5195	guangzho.. (guan-non-standard)	<table><tr><td>GUANGZHOU GAOXIN PROJECT MANAGEMENT CO (GUAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0682	-0.9485	4	1	1	1	1
5196	tianjin ..hnology res (caes-c)	<table><tr><td>TIANJIN JINHANG COMPUTING TECHNOLOGY RES (CAES-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.8215	-0.9717	4	2	2	2	1
5197	singapor.. (sibi-non-standard)	<table><tr><td>SINGAPORE BIOTECH PTE LTD (SIBI-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2983	-0.0591	16	1	1	1	1
5198	christop.. (chri-non-standard)	<table><tr><td>CHRISTOPHER TECHNOLOGIES LTD ROBERT (CHRI-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.2772	-0.3683	18	2	2	2	1
5199	ki o s (kios-individual)	<table><tr><td>KI O S (KIOS-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.274	-0.5935	11	1	1	1	1
5200	wu f (wuff-individual)	<table><tr><td>WU F (WUFF-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	0.1443	0.6152	16	2	2	2	1
5201	dapicon .. (dapi-non-standard)	<table><tr><td>DAPICON INC (DAPI-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4216	0.0474	16	1	1	1	1
5202	anhui zh.. (anhu-non-standard)	<table><tr><td>ANHUI ZHONGKE HAOYIN INTELLIGENT TECHNOL (ANHU-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1117	0.6836	4	1	1	1	1
5203	caac sou.. (caac-non-standard)	<table><tr><td>CAAC SOUTHWEST REGIONAL AIR TRAFFIC ADMI (CAAC-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3138	0.8979	4	1	1	1	1
5204	lianzhon.. (lian-non-standard)	<table><tr><td>LIANZHONG ZHIHUI TECHNOLOGY CO LTD (LIAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1638	0.1889	4	1	1	1	1
5205	zeiss in..k gmbh carl (zeis-c)	<table><tr><td>ZEISS IND MESSTECHNIK GMBH CARL (ZEIS-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2572	0.1923	5	1	1	1	1
5206	patel h k (pate-individual)	<table><tr><td>PATEL H K (PATE-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8228	-0.1711	9	1	1	1	1
5207	yadav k p (yada-individual)	<table><tr><td>YADAV K P (YADA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.9921	-0.5304	9	1	1	1	1
5208	balamuru.. s (bala-individual)	<table><tr><td>BALAMURUGAN S (BALA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.2713	-0.0926	9	1	1	1	1
5209	amrita (amri-individual)	<table><tr><td>AMRITA (AMRI-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0448	-0.346	9	1	1	1	1
5210	apeksha (apek-individual)	<table><tr><td>APEKSHA (APEK-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1954	0.7109	9	1	1	1	1
5211	kumar v (kuma-individual)	<table><tr><td>KUMAR V (KUMA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.5911	0.4323	9	1	1	1	1
5212	rathor a (rath-individual)	<table><tr><td>RATHOR A (RATH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4734	0.5959	9	1	1	1	1
5213	madhesiy.. k (madh-individual)	<table><tr><td>MADHESIYA D K (MADH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1468	-0.3206	9	1	1	1	1
5214	khajanchi v (khaj-individual)	<table><tr><td>KHAJANCHI V (KHAJ-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4478	-0.2896	9	1	1	1	1
5215	jinling .. technology (jinl-c)	<table><tr><td>JINLING INST TECHNOLOGY (JINL-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3514	0.6117	4	1	1	1	1
5216	semantic..achines inc (mict-c)	<table><tr><td>SEMANTIC MACHINES INC (MICT-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.4527	0.1367	16	2	2	2	1
5217	gfi co l.. (gfig-non-standard)	<table><tr><td>GFI CO LTD (GFIG-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1861	0.5089	11	1	1	1	1
5218	tian b (tian-individual)	<table><tr><td>TIAN B (TIAN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3679	0.7005	4	1	1	1	1
5219	zhongke ..logy dev co (utrs-c)	<table><tr><td>ZHONGKE DINGFU BEIJING TECHNOLOGY DEV CO (UTRS-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2023	-0.6728	4	1	1	1	1
5220	univ jia.. technology (jiaa-c)	<table><tr><td>UNIV JIANGSU TECHNOLOGY (JIAA-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.1385	-0.4914	4	2	2	2	1
5221	hyun k w (hyun-individual)	<table><tr><td>HYUN K W (HYUN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1093	-0.7628	11	1	1	1	1
5222	annalise.. (anna-non-standard)	<table><tr><td>ANNALISE-AI PTY LTD (ANNA-Non-standard)</td></tr><tr><td>Peso: 4</td></tr></table>	0.9784	-0.6248	18	4	4	4	1
5223	annalise.. (anna-non-standard)	<table><tr><td>ANNALISE AI PTY LTD (ANNA-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.7758	0.1476	18	1	1	1	1
5224	qingdao .. (qing-non-standard)	<table><tr><td>QINGDAO BAHEAL INTELLIGENT TECHNOLOGY CO (QING-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.7056	-0.9545	4	1	1	1	1
5225	gao x (gaox-individual)	<table><tr><td>GAO X (GAOX-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6938	0.7702	4	1	1	1	1
5226	sherman d (sher-individual)	<table><tr><td>SHERMAN D (SHER-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.9125	-0.6348	18	1	1	1	1
5227	informat.. (info-non-standard)	<table><tr><td>INFORMATION CENT MIN ECOLOGY & ENVIRONME (INFO-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1698	-0.401	4	1	1	1	1
5228	tellic l.. (tell-non-standard)	<table><tr><td>TELLIC LLC (TELL-Non-standard)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.2412	-0.4332	18	3	3	3	1
5229	sios tec.. (sios-non-standard)	<table><tr><td>SIOS TECHNOLOGY CORP (SIOS-Non-standard)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.1126	0.0181	16	3	3	3	1
5230	univ berlin tech (uybe-c)	<table><tr><td>UNIV BERLIN TECH (UYBE-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6014	-0.8675	6	1	1	1	1
5231	park h y (park-individual)	<table><tr><td>PARK H Y (PARK-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6659	0.9944	11	1	1	1	1
5232	heilongj.. (heil-non-standard)	<table><tr><td>HEILONGJIANG NK KENTONG COMMUNICATION CO (HEIL-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.6479	0.6694	4	1	1	1	1
5233	beijing .. (beij-non-standard)	<table><tr><td>BEIJING HUIKE XINAN TECHNOLOGY CO LTD (BEIJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8201	-0.0386	4	1	1	1	1
5234	agrawal n (agra-individual)	<table><tr><td>AGRAWAL N (AGRA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4446	0.8188	16	1	1	1	1
5235	joshi s (josh-individual)	<table><tr><td>JOSHI S (JOSH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7769	-0.6938	16	1	1	1	1
5236	krishnap.. r (kris-individual)	<table><tr><td>KRISHNAPURAM R (KRIS-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6296	0.944	16	1	1	1	1
5237	negi s (negi-individual)	<table><tr><td>NEGI S (NEGI-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5575	-0.2342	16	1	1	1	1
5238	sonotech.. (sono-non-standard)	<table><tr><td>SONOTECH KK (SONO-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8019	-0.9742	10	1	1	1	1
5239	beijing .. (beij-non-standard)	<table><tr><td>BEIJING BAIWENBAIDA NETWORK TECHNOLOGY C (BEIJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8726	-0.4969	4	1	1	1	1
5240	rightnow..echnologies (orac-c)	<table><tr><td>RIGHTNOW TECHNOLOGIES (ORAC-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.193	-0.0316	18	2	2	2	1
5241	rightnow..ologies inc (orac-c)	<table><tr><td>RIGHTNOW TECHNOLOGIES INC (ORAC-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1015	-0.2314	18	1	1	1	1
5242	naveen r d (nave-individual)	<table><tr><td>NAVEEN R D (NAVE-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1452	-0.7206	9	1	1	1	1
5243	vengates.. m (veng-individual)	<table><tr><td>VENGATESHWARAN M (VENG-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3835	-0.7186	9	1	1	1	1
5244	jayanthi s (jaya-individual)	<table><tr><td>JAYANTHI S (JAYA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0281	0.6559	9	1	1	1	1
5245	sathya v (sath-individual)	<table><tr><td>SATHYA V (SATH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.7219	-0.4773	9	1	1	1	1
5246	iswarya m (iswa-individual)	<table><tr><td>ISWARYA M (ISWA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.9589	-0.718	9	1	1	1	1
5247	jayaraj r (jaya-individual)	<table><tr><td>JAYARAJ R (JAYA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.347	0.9086	9	1	1	1	1
5248	pachhaia.. m (pach-individual)	<table><tr><td>PACHHAIAMMAL A P M (PACH-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8059	0.4791	9	1	1	1	1
5249	shobana m (shob-individual)	<table><tr><td>SHOBANA M (SHOB-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6365	-0.5649	9	1	1	1	1
5250	sugin s v (sugi-individual)	<table><tr><td>SUGIN S V (SUGI-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.603	0.3539	9	1	1	1	1
5251	selvi r (selv-individual)	<table><tr><td>SELVI R (SELV-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8914	-0.9183	9	1	1	1	1
5252	nagarajan n (naga-individual)	<table><tr><td>NAGARAJAN N (NAGA-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1335	-0.7565	9	1	1	1	1
5253	guangzho.. (guan-non-standard)	<table><tr><td>GUANGZHOU SINOBEST SOFTWARE TECHNOLOGY (GUAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8231	-0.1125	4	1	1	1	1
5254	yun p b (yunp-individual)	<table><tr><td>YUN P B (YUNP-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	0.2688	0.2136	11	1	1	1	1
5255	celmatix.. (celm-non-standard)	<table><tr><td>CELMATIX INC (CELM-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.9578	0.1925	18	2	2	2	1
5256	univ wes.. (uywc-non-standard)	<table><tr><td>UNIV WESTERN CAPE (UYWC-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1639	-0.2696	18	1	1	1	1
5257	state gr..ower co mia (sgcc-c)	<table><tr><td>STATE GRID SICHUAN ELECTRIC POWER CO MIA (SGCC-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8973	-0.845	4	1	1	1	1
